"","x"
"79567","4"
"44620","4"
"75693","2"
"25855","3"
"5385","2"
"56178","2"
"15856","4"
"71710","2"
"88863","4"
"85889","2"
"54355","2"
"38132","2"
"52417","2"
"8101","2"
"71701","11"
"35747","4"
"43289","2"
"41898","5"
"89058","4"
"30868","4"
"56661","2"
"12491","4"
"25731","4"
"87426","2"
"9605","4"
"87781","4"
"46174","2"
"108840","2"
"109630","4"
"67241","4"
"54853","2"
"17356","2"
"26454","4"
"91826","2"
"95468","2"
"55391","4"
"35133","2"
"40103","9"
"39777","2"
"57867","4"
"86702","6"
"97776","2"
"121204","4"
"107462","4"
"53322","2"
"1131","2"
"18163","10"
"665","2"
"117440","2"
"41690","2"
"123327","2"
"74790","2"
"3666","2"
"62555","2"
"45271","4"
"105488","2"
"5460","12"
"18053","4"
"71474","2"
"25505","2"
"94823","2"
"91639","2"
"2654","2"
"72300","2"
"38491","2"
"26065","2"
"57478","2"
"59483","2"
"74383","4"
"19999","2"
"55853","4"
"1367","2"
"83675","2"
"82925","2"
"122312","2"
"2604","4"
"92713","2"
"38435","2"
"54032","2"
"92295","2"
"88399","2"
"91090","4"
"77980","2"
"112704","4"
"14191","3"
"124435","4"
"118311","2"
"34526","2"
"14406","2"
"60629","2"
"61878","4"
"63659","11"
"60058","4"
"63315","2"
"94932","2"
"45774","11"
"11808","2"
"55697","2"
"96463","2"
"104960","2"
"16439","10"
"115060","2"
"110296","2"
"14055","2"
"123275","2"
"28551","2"
"104325","2"
"27306","2"
"106673","2"
"69517","2"
"119763","4"
"62616","4"
"100929","2"
"42475","4"
"27191","4"
"114752","11"
"27354","2"
"4499","2"
"120027","11"
"21591","2"
"113551","7"
"60686","2"
"79859","2"
"73736","10"
"109619","2"
"98768","2"
"50525","4"
"114154","10"
"108243","2"
"28686","2"
"17544","2"
"50381","2"
"80023","2"
"12566","2"
"40904","2"
"66933","2"
"66748","2"
"120192","2"
"65608","2"
"27515","2"
"74797","4"
"37375","2"
"67372","4"
"114164","2"
"112182","2"
"101149","2"
"81912","2"
"65407","2"
"33832","4"
"99254","10"
"113505","2"
"106372","2"
"10052","4"
"40407","12"
"69610","2"
"86113","2"
"53069","2"
"85021","2"
"17671","2"
"23233","4"
"119701","10"
"85811","2"
"12615","4"
"58578","2"
"40133","4"
"15788","2"
"38746","2"
"16317","2"
"120884","9"
"43460","4"
"75751","2"
"111904","2"
"115816","2"
"11887","2"
"102378","9"
"45979","4"
"56110","11"
"49230","2"
"64799","4"
"112803","4"
"74326","2"
"109434","3"
"115059","2"
"37758","4"
"5011","2"
"33901","4"
"17768","2"
"41963","2"
"76727","2"
"120200","2"
"123179","2"
"1266","2"
"115194","6"
"86874","4"
"74749","2"
"122077","2"
"61476","2"
"7689","12"
"19420","2"
"57225","4"
"24847","4"
"92291","2"
"71280","2"
"107717","4"
"48959","9"
"2510","2"
"8983","4"
"80877","2"
"82490","4"
"53708","4"
"37075","4"
"5927","2"
"62362","2"
"45103","2"
"113972","2"
"125084","4"
"66765","2"
"38304","2"
"110991","4"
"96606","2"
"124226","2"
"12693","4"
"124609","4"
"114649","2"
"124756","2"
"77618","2"
"111577","4"
"114213","2"
"63532","4"
"122214","11"
"105474","2"
"19276","11"
"45808","3"
"44120","4"
"94228","2"
"67937","13"
"34184","2"
"68524","4"
"56376","2"
"17835","2"
"76658","2"
"28847","2"
"28578","2"
"93406","2"
"26989","2"
"51009","2"
"86779","2"
"29878","2"
"18288","2"
"107497","2"
"16399","2"
"80536","2"
"120163","2"
"57853","2"
"29922","2"
"58889","2"
"125755","2"
"68611","10"
"3278","4"
"35406","10"
"114648","2"
"27581","2"
"112442","2"
"9268","2"
"11474","4"
"125712","10"
"111421","2"
"109033","2"
"71611","4"
"101623","2"
"40727","2"
"63926","2"
"41736","2"
"92905","4"
"33919","2"
"51211","4"
"35866","2"
"100427","2"
"67975","2"
"101691","2"
"84836","4"
"58342","9"
"118864","4"
"17639","2"
"7597","2"
"60304","2"
"31573","2"
"64693","2"
"41833","2"
"99909","4"
"106326","4"
"80737","13"
"68378","2"
"103992","2"
"46170","4"
"58425","2"
"24317","2"
"2564","2"
"75718","4"
"62307","2"
"119532","3"
"19737","4"
"11647","2"
"37491","2"
"104240","10"
"31031","9"
"103387","2"
"28461","2"
"83179","4"
"10545","2"
"110372","2"
"44606","2"
"108578","2"
"73193","2"
"66481","2"
"99745","4"
"56330","4"
"87794","2"
"56944","2"
"79054","4"
"103736","2"
"67348","9"
"2625","4"
"15389","2"
"26987","2"
"90554","2"
"9251","2"
"98694","9"
"58807","4"
"101724","2"
"43548","2"
"54662","2"
"7030","4"
"4296","2"
"77770","2"
"117268","2"
"107210","9"
"42845","2"
"77527","4"
"56705","2"
"122001","4"
"93132","2"
"41572","2"
"118146","2"
"100225","4"
"28021","2"
"27615","2"
"62242","2"
"30726","2"
"41223","2"
"111721","11"
"100814","2"
"111831","2"
"79939","4"
"79799","2"
"115264","2"
"68486","2"
"70590","2"
"53156","2"
"121759","4"
"42013","4"
"121689","13"
"67938","2"
"2947","4"
"77226","2"
"20839","4"
"57236","2"
"120683","2"
"55136","2"
"108547","4"
"14643","2"
"49989","3"
"77586","2"
"21295","4"
"35655","2"
"69711","4"
"51728","2"
"86811","4"
"22507","2"
"46193","9"
"98074","4"
"9609","4"
"1632","2"
"122202","4"
"57034","2"
"37165","2"
"34130","4"
"40221","10"
"4597","4"
"35707","4"
"103598","2"
"110559","2"
"20279","3"
"46593","2"
"53293","2"
"75137","4"
"51246","11"
"44244","4"
"49064","2"
"15433","4"
"41370","9"
"26462","2"
"108932","2"
"82384","2"
"88382","4"
"26344","10"
"93905","4"
"79422","9"
"95197","4"
"123174","4"
"57391","2"
"41167","2"
"120228","2"
"95561","2"
"35571","2"
"100250","4"
"104717","4"
"96747","2"
"86312","2"
"69662","2"
"98632","2"
"58071","4"
"13711","4"
"2308","2"
"48547","4"
"120630","4"
"42428","2"
"95069","2"
"86841","4"
"122827","12"
"21749","4"
"59337","9"
"89989","4"
"85547","4"
"18331","4"
"39492","4"
"75200","2"
"37561","2"
"19459","4"
"19143","2"
"52571","4"
"120646","2"
"29856","2"
"24884","4"
"99109","2"
"17560","4"
"119307","2"
"116298","4"
"72390","2"
"3946","4"
"75092","4"
"96879","4"
"43572","2"
"120464","4"
"67885","2"
"54315","9"
"56286","12"
"116188","2"
"95140","2"
"53429","4"
"83758","10"
"50279","2"
"63215","4"
"44828","10"
"34179","2"
"37972","4"
"118926","4"
"63664","2"
"33776","4"
"98388","10"
"12995","4"
"39080","4"
"67094","4"
"83621","2"
"92150","2"
"9768","4"
"78381","2"
"13855","4"
"16550","2"
"116707","4"
"16180","2"
"19782","2"
"74040","2"
"113429","2"
"16324","9"
"54507","2"
"73939","4"
"96217","2"
"12219","2"
"8558","4"
"114490","2"
"43642","2"
"85718","2"
"112172","2"
"25599","11"
"124822","11"
"50979","2"
"101432","2"
"90072","2"
"103608","9"
"112594","2"
"4301","2"
"115590","4"
"65972","3"
"91293","3"
"27288","2"
"101118","2"
"21082","2"
"66049","2"
"24428","3"
"12455","4"
"86865","2"
"78051","2"
"67185","9"
"111467","4"
"96303","9"
"42358","4"
"122746","2"
"2536","4"
"80898","4"
"19544","4"
"119461","4"
"41601","10"
"71602","2"
"35781","3"
"4555","2"
"92757","4"
"125445","2"
"60780","2"
"35833","2"
"104508","13"
"100740","2"
"10590","2"
"10275","2"
"26466","13"
"77616","4"
"103170","4"
"119390","2"
"112016","2"
"85250","4"
"82285","2"
"21600","4"
"41206","4"
"123079","2"
"52115","2"
"23317","4"
"70537","2"
"111659","3"
"7249","2"
"73428","4"
"62574","2"
"79652","2"
"108802","4"
"68527","2"
"1062","2"
"8007","2"
"86424","2"
"7099","9"
"122664","4"
"100973","11"
"71641","4"
"110282","4"
"75603","2"
"50545","10"
"109490","2"
"112533","4"
"16532","2"
"121175","4"
"42875","4"
"42938","2"
"4238","2"
"87094","2"
"34490","4"
"40969","4"
"118719","4"
"92019","2"
"64203","4"
"19102","2"
"22448","4"
"94204","2"
"2601","2"
"34657","10"
"115430","2"
"14537","4"
"108565","2"
"63397","2"
"114424","2"
"36729","2"
"26333","2"
"108793","2"
"17052","2"
"43228","2"
"65430","2"
"23766","2"
"61099","2"
"18186","2"
"12901","4"
"102539","4"
"69599","2"
"65514","2"
"4177","2"
"84701","2"
"123415","4"
"21663","2"
"42615","4"
"77269","3"
"8993","2"
"8103","2"
"20392","4"
"13955","9"
"112122","4"
"94160","12"
"46802","2"
"20304","2"
"15334","4"
"115651","11"
"16658","2"
"98386","2"
"31973","2"
"44246","2"
"28879","2"
"33784","4"
"46306","2"
"116443","2"
"84332","2"
"37180","11"
"104437","2"
"119187","2"
"87880","4"
"84095","2"
"113935","2"
"121423","4"
"49537","2"
"5060","4"
"95695","2"
"76410","4"
"104178","2"
"83370","2"
"4212","2"
"39886","4"
"122407","4"
"15474","2"
"125095","4"
"125586","2"
"104681","4"
"28262","13"
"12850","4"
"123449","4"
"115768","2"
"39421","13"
"2986","2"
"77679","2"
"65108","2"
"6052","2"
"11892","9"
"23132","2"
"79387","2"
"82377","4"
"71613","4"
"74979","2"
"44296","2"
"44943","4"
"28892","2"
"29645","4"
"118476","4"
"89852","2"
"55700","2"
"74667","2"
"62034","2"
"118985","11"
"42820","4"
"37428","4"
"122317","2"
"43227","2"
"47504","4"
"93857","4"
"46155","2"
"9717","2"
"67193","2"
"100618","3"
"27326","2"
"33967","2"
"114305","2"
"68853","2"
"108233","2"
"6144","2"
"77284","2"
"67417","13"
"88508","2"
"118605","4"
"22953","2"
"4793","4"
"96672","2"
"32946","2"
"37445","2"
"111568","2"
"30048","4"
"125827","2"
"73672","10"
"34225","2"
"94796","10"
"46709","4"
"91367","4"
"77279","2"
"114867","4"
"74642","2"
"96091","2"
"59345","2"
"114359","4"
"39498","4"
"53054","2"
"48726","4"
"13049","2"
"88460","2"
"78175","3"
"42634","2"
"26862","2"
"84394","4"
"117416","2"
"49531","12"
"12189","2"
"122720","2"
"36687","2"
"26518","2"
"71735","2"
"59640","4"
"29041","4"
"35865","2"
"9338","2"
"122231","2"
"103826","4"
"71813","4"
"52689","2"
"78411","2"
"48511","4"
"114596","2"
"15746","4"
"49232","2"
"110755","2"
"68458","2"
"61720","2"
"116881","2"
"99619","2"
"104483","4"
"36661","2"
"107259","10"
"16037","4"
"84152","2"
"63413","3"
"76768","10"
"74227","10"
"105229","2"
"117900","2"
"103574","4"
"9447","7"
"33829","4"
"110624","2"
"89226","2"
"83015","2"
"49154","2"
"29094","4"
"33183","2"
"38058","2"
"90487","2"
"93665","2"
"519","2"
"20557","4"
"110530","2"
"27521","4"
"108993","4"
"9258","4"
"99208","4"
"70236","4"
"122370","4"
"94748","2"
"79057","2"
"66495","4"
"16307","2"
"54750","9"
"76625","2"
"39666","2"
"71187","2"
"110849","3"
"123344","4"
"87954","4"
"9706","4"
"50617","4"
"65520","4"
"13672","2"
"125055","2"
"86888","2"
"116316","2"
"97663","4"
"108131","4"
"56923","4"
"94417","2"
"72974","2"
"118192","2"
"5437","2"
"42153","9"
"67768","4"
"123765","2"
"117431","2"
"1031","2"
"111820","2"
"51372","3"
"108412","2"
"59996","2"
"119786","2"
"90543","4"
"78653","2"
"32285","3"
"124292","4"
"86431","3"
"77208","2"
"15802","2"
"34743","2"
"64431","2"
"100839","2"
"9023","13"
"54072","6"
"52172","2"
"44087","4"
"102954","12"
"125455","4"
"89938","4"
"10891","4"
"116417","4"
"32473","4"
"35143","2"
"56341","4"
"5097","2"
"119438","4"
"58111","4"
"19726","2"
"8984","4"
"43500","10"
"27626","4"
"34398","4"
"52907","4"
"76654","2"
"111555","2"
"81687","9"
"67225","4"
"80203","2"
"45659","4"
"15790","2"
"107287","9"
"94504","9"
"21123","4"
"112725","2"
"3965","2"
"3243","2"
"100159","12"
"16952","2"
"67190","4"
"29309","4"
"49339","2"
"35806","2"
"4563","11"
"112025","4"
"39830","2"
"113895","4"
"42850","4"
"30545","2"
"28679","2"
"76851","4"
"10407","4"
"19521","2"
"23959","4"
"22251","4"
"91624","4"
"29079","2"
"97636","2"
"96168","4"
"7812","10"
"117564","4"
"26516","2"
"83644","2"
"16910","4"
"49894","4"
"122619","4"
"105940","2"
"75709","2"
"110612","2"
"119987","4"
"94087","2"
"7634","4"
"30304","2"
"18747","2"
"115570","4"
"49515","2"
"12803","2"
"32422","2"
"58940","4"
"87546","2"
"26419","4"
"39764","11"
"78626","2"
"78943","2"
"95881","2"
"64458","2"
"43010","4"
"76438","3"
"103710","2"
"123136","4"
"52712","2"
"20722","2"
"21682","2"
"51720","4"
"80509","9"
"82400","2"
"114051","2"
"21887","4"
"99140","9"
"83499","4"
"19797","9"
"21992","2"
"91531","2"
"72279","2"
"114144","4"
"74974","4"
"111387","9"
"16739","2"
"43743","2"
"121746","2"
"28737","11"
"98826","2"
"118251","12"
"85522","4"
"13120","2"
"51069","2"
"93357","2"
"57927","2"
"123235","4"
"44291","4"
"117400","4"
"28121","4"
"41986","4"
"45668","4"
"68842","3"
"71584","2"
"39589","4"
"70768","2"
"55635","2"
"61938","2"
"68768","2"
"77291","4"
"34887","4"
"101367","2"
"113436","2"
"32631","2"
"55935","4"
"114243","7"
"57165","2"
"48069","4"
"4267","2"
"40390","2"
"41939","13"
"100523","4"
"105209","4"
"9903","9"
"65177","2"
"30697","4"
"3859","2"
"98290","2"
"101128","4"
"94391","2"
"93421","4"
"15844","3"
"4629","2"
"106760","10"
"39279","4"
"65984","4"
"77240","2"
"84354","2"
"73128","2"
"103316","4"
"81563","2"
"117420","2"
"54156","2"
"20566","4"
"18696","2"
"103343","10"
"102110","9"
"115462","2"
"81157","2"
"102287","2"
"119568","4"
"73014","10"
"41955","2"
"69206","2"
"112189","4"
"89548","2"
"46938","2"
"67462","2"
"97660","6"
"68682","2"
"19916","2"
"105265","2"
"62451","4"
"80912","2"
"102852","2"
"66896","4"
"72966","2"
"37401","2"
"95271","4"
"41300","2"
"90518","4"
"53022","4"
"116442","13"
"71860","10"
"27475","3"
"72633","4"
"62382","4"
"68179","2"
"44008","4"
"123116","9"
"72331","4"
"11172","4"
"27300","5"
"55725","4"
"35061","2"
"116477","9"
"61697","2"
"119075","2"
"82932","2"
"69746","2"
"19158","2"
"81702","2"
"12322","4"
"63780","4"
"112634","2"
"22509","4"
"73012","4"
"26976","2"
"60704","4"
"19235","2"
"37873","4"
"52849","11"
"64437","2"
"116909","4"
"97717","2"
"34709","2"
"121467","4"
"8812","2"
"9796","9"
"41021","4"
"76813","2"
"90295","2"
"85042","2"
"47840","2"
"40785","4"
"117062","2"
"4327","2"
"121723","2"
"36557","2"
"92816","4"
"103189","2"
"10389","9"
"30647","2"
"2254","4"
"102853","10"
"113252","2"
"32733","2"
"53733","2"
"82774","2"
"36516","2"
"4894","4"
"57402","2"
"41072","4"
"24708","10"
"89245","2"
"96395","2"
"124997","4"
"32241","9"
"7981","4"
"41410","2"
"77699","4"
"57633","2"
"31820","10"
"82015","2"
"77059","2"
"82795","2"
"56223","11"
"65134","4"
"91149","2"
"26652","2"
"45522","2"
"14586","4"
"78408","10"
"87665","4"
"104862","2"
"110171","4"
"70151","4"
"21482","2"
"18062","4"
"27940","10"
"115995","2"
"10541","2"
"8609","9"
"21567","2"
"82800","10"
"92942","2"
"63860","2"
"72296","4"
"79533","4"
"36389","2"
"35328","4"
"93803","2"
"49113","11"
"75135","2"
"60315","10"
"73551","4"
"12517","2"
"55033","2"
"46747","2"
"40686","2"
"117808","9"
"125278","2"
"61349","9"
"2519","2"
"33440","4"
"61888","2"
"68352","9"
"47773","2"
"123085","4"
"56196","3"
"110733","4"
"54311","4"
"49194","4"
"23186","4"
"48780","4"
"79029","2"
"96096","4"
"22001","9"
"7119","2"
"23181","4"
"2605","2"
"115005","2"
"112916","4"
"102696","2"
"38874","2"
"106082","4"
"23187","4"
"113949","4"
"55472","4"
"55780","2"
"99228","4"
"44683","4"
"107715","2"
"112391","4"
"22945","2"
"40132","4"
"31407","2"
"11308","2"
"19605","2"
"44367","10"
"63558","2"
"117741","10"
"43508","2"
"32276","2"
"110320","4"
"93706","10"
"118174","2"
"5094","2"
"21248","4"
"56940","4"
"22303","4"
"66017","4"
"85097","2"
"51907","2"
"38028","10"
"34030","2"
"77330","2"
"71326","2"
"43434","2"
"1572","2"
"39236","2"
"101109","3"
"71245","4"
"75438","4"
"68048","4"
"51199","2"
"10945","2"
"84544","2"
"53338","2"
"64205","2"
"34811","4"
"16905","4"
"25069","2"
"105371","4"
"41603","2"
"111116","4"
"17304","2"
"23865","4"
"37156","4"
"2782","2"
"37462","11"
"36491","9"
"87780","4"
"33481","4"
"81540","4"
"94745","4"
"54847","2"
"38799","2"
"23018","2"
"50296","2"
"41981","4"
"75037","4"
"123387","2"
"61380","4"
"51693","2"
"115672","4"
"61652","2"
"28957","4"
"111447","2"
"8027","4"
"63208","2"
"21535","4"
"87110","11"
"62177","4"
"123181","2"
"36614","2"
"83042","2"
"83495","2"
"52093","4"
"50896","2"
"103542","4"
"83738","4"
"113224","2"
"106051","2"
"30905","2"
"44867","2"
"45399","4"
"108940","2"
"93661","2"
"88105","2"
"10397","4"
"68344","2"
"18094","2"
"210","4"
"44161","2"
"40280","4"
"120585","2"
"61083","2"
"37601","2"
"68545","2"
"97058","2"
"41724","2"
"115047","2"
"64560","4"
"74541","2"
"47834","2"
"67375","4"
"53510","4"
"8163","2"
"90254","2"
"67435","2"
"32489","2"
"66207","2"
"58116","2"
"55129","2"
"74975","2"
"114946","10"
"101833","9"
"104342","12"
"28668","4"
"94869","2"
"68738","2"
"78109","2"
"82984","2"
"75753","2"
"23972","2"
"106068","2"
"45670","2"
"28292","2"
"32005","4"
"34619","12"
"45044","2"
"11158","2"
"63693","2"
"19509","2"
"42839","4"
"46576","2"
"85179","3"
"61100","4"
"6982","2"
"43200","4"
"105261","4"
"100085","2"
"66964","4"
"26908","2"
"99554","2"
"3600","2"
"21519","4"
"30302","4"
"57603","10"
"41472","4"
"80726","2"
"86266","2"
"47887","4"
"77249","4"
"42995","2"
"77764","4"
"4951","2"
"93377","2"
"100837","4"
"54790","4"
"63201","4"
"93502","2"
"117392","2"
"59498","2"
"80344","2"
"65940","2"
"16560","2"
"10474","4"
"23163","4"
"48609","4"
"88625","2"
"79292","2"
"69857","2"
"5223","4"
"60600","2"
"87344","2"
"75887","4"
"38235","3"
"38027","2"
"120234","2"
"107927","3"
"92077","2"
"5347","10"
"66246","4"
"108696","10"
"84967","2"
"86505","4"
"11115","11"
"11032","9"
"122646","10"
"84250","2"
"82718","2"
"45976","2"
"101145","4"
"78585","2"
"88040","2"
"23134","2"
"45953","2"
"64713","2"
"100050","4"
"7360","2"
"110585","4"
"29971","4"
"96245","2"
"27113","2"
"69968","4"
"63868","2"
"93494","4"
"96437","4"
"13304","2"
"69736","4"
"32726","4"
"7918","2"
"86630","4"
"43285","4"
"35888","12"
"36276","2"
"13311","2"
"4239","4"
"41007","4"
"104346","2"
"79548","13"
"98931","4"
"63929","4"
"21937","12"
"10247","2"
"62061","2"
"94194","2"
"75854","2"
"118185","4"
"61437","3"
"51449","2"
"50062","4"
"94998","2"
"15703","10"
"24501","12"
"92622","2"
"23706","2"
"98841","2"
"106827","2"
"48637","2"
"116269","2"
"65809","4"
"75513","2"
"112060","2"
"36550","4"
"105732","3"
"76886","2"
"42578","2"
"49650","4"
"51447","2"
"50442","2"
"88791","2"
"6284","2"
"17213","2"
"82839","4"
"16832","2"
"71054","4"
"108977","2"
"2511","4"
"114594","2"
"73109","2"
"78629","4"
"19563","2"
"5627","2"
"9524","2"
"67795","9"
"94870","4"
"59253","2"
"62042","4"
"98954","2"
"3823","4"
"97277","4"
"94239","2"
"57645","2"
"80129","2"
"45214","4"
"13791","6"
"79374","2"
"97138","4"
"15565","4"
"10852","2"
"1946","2"
"56182","2"
"112212","4"
"92313","4"
"36895","4"
"122564","2"
"89313","4"
"62318","4"
"46734","2"
"13597","2"
"77156","2"
"108550","2"
"4549","2"
"28023","2"
"14112","2"
"109547","2"
"17374","2"
"17328","4"
"122657","2"
"68463","2"
"102074","2"
"96766","2"
"77544","4"
"112304","2"
"14721","4"
"12113","4"
"113315","4"
"58035","2"
"122020","4"
"63102","6"
"93065","2"
"82723","2"
"65413","2"
"57734","11"
"109026","2"
"13457","2"
"97908","4"
"84482","2"
"14884","12"
"709","4"
"70214","2"
"42724","2"
"56424","2"
"60869","9"
"42958","4"
"88977","4"
"78674","2"
"40629","2"
"473","4"
"94972","4"
"3114","4"
"125362","2"
"67056","2"
"21407","2"
"27958","2"
"36806","4"
"97313","3"
"11208","2"
"92325","4"
"34967","9"
"109425","4"
"70743","2"
"89696","2"
"112979","2"
"9683","4"
"84055","2"
"119698","12"
"12686","4"
"79578","2"
"108250","2"
"89362","4"
"38836","4"
"94855","4"
"64152","2"
"4463","6"
"64334","2"
"118057","4"
"7575","2"
"79017","2"
"8394","2"
"77885","4"
"17874","4"
"10833","2"
"40587","4"
"41848","4"
"66263","2"
"72724","9"
"38444","2"
"69442","4"
"43356","4"
"62463","6"
"70567","4"
"30559","2"
"39955","4"
"79143","2"
"50683","2"
"43187","4"
"73533","2"
"69154","4"
"108954","2"
"97081","2"
"97119","2"
"58040","2"
"80690","4"
"6593","4"
"66333","2"
"113457","2"
"17251","2"
"86518","2"
"55486","2"
"46977","2"
"95545","2"
"4461","4"
"66021","2"
"6112","2"
"84285","2"
"109136","2"
"28738","2"
"5155","2"
"106584","4"
"61451","2"
"56401","2"
"71627","4"
"40993","2"
"23813","4"
"72674","2"
"86388","2"
"95758","2"
"28890","4"
"5791","4"
"78618","2"
"104542","4"
"59803","2"
"4254","2"
"36970","2"
"2401","4"
"107577","2"
"3222","4"
"22684","4"
"18971","4"
"117166","4"
"32647","4"
"66800","4"
"46308","2"
"8927","4"
"76622","4"
"35860","2"
"1600","4"
"77956","4"
"59893","2"
"16503","2"
"96848","4"
"114177","4"
"55242","2"
"2009","2"
"6530","2"
"65207","10"
"111380","4"
"6488","9"
"76991","2"
"33029","4"
"22151","4"
"73762","4"
"95663","9"
"37383","4"
"5852","2"
"44856","2"
"109872","9"
"91948","2"
"40162","4"
"125342","4"
"10244","4"
"121105","4"
"30587","10"
"16589","4"
"52360","2"
"72604","2"
"122136","2"
"123190","2"
"89494","2"
"112702","2"
"86826","4"
"35569","4"
"13488","2"
"43930","2"
"89031","11"
"114558","2"
"99047","4"
"51641","3"
"110866","4"
"62046","2"
"50044","9"
"125128","4"
"27784","4"
"102475","3"
"44190","2"
"22967","2"
"87","2"
"60428","4"
"32960","11"
"67438","2"
"88275","2"
"124993","2"
"30959","4"
"99749","4"
"111740","4"
"1647","4"
"115409","4"
"66327","2"
"105380","4"
"72172","2"
"17961","2"
"6046","4"
"35511","4"
"34035","2"
"6225","2"
"95909","4"
"115955","4"
"100876","2"
"36454","3"
"105142","4"
"98840","4"
"61999","2"
"28669","2"
"82901","2"
"121752","4"
"67791","4"
"79647","4"
"86039","2"
"70507","4"
"78860","4"
"36853","2"
"7167","4"
"46114","2"
"29000","2"
"85859","4"
"19866","4"
"110640","13"
"53679","4"
"31186","4"
"42662","4"
"24440","4"
"70049","10"
"110822","2"
"33098","4"
"84683","11"
"22222","2"
"87575","2"
"89811","3"
"123217","2"
"69294","2"
"16207","4"
"43580","11"
"30546","2"
"111778","2"
"89061","2"
"108427","2"
"89329","2"
"44972","2"
"120096","10"
"96161","2"
"91334","10"
"4432","2"
"786","11"
"18069","2"
"62671","4"
"54796","2"
"13024","2"
"104568","2"
"33187","2"
"85905","4"
"59768","2"
"101317","4"
"28397","2"
"36342","4"
"93177","13"
"105012","4"
"116217","2"
"11386","4"
"109170","2"
"93932","2"
"50120","4"
"10106","4"
"117339","2"
"16904","4"
"94999","4"
"57658","2"
"47354","2"
"125452","2"
"51710","2"
"26713","2"
"73876","2"
"7111","2"
"37453","2"
"67501","2"
"6855","2"
"68993","2"
